#OTU ID,Acidaminococcus_intestini,Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_putredinis,Alistipes_shahii,Alistipes_sp_An31A,Anaerostipes_hadrus,Anaerotruncus_colihominis,Asaccharobacter_celatus,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_salyersiae,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Barnesiella_intestinihominis,Bifidobacterium_adolescentis,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Bilophila_wadsworthia,Blautia_hydrogenotrophica,Blautia_obeum,Blautia_sp_CAG_257,Blautia_wexlerae,Butyricimonas_synergistica,Butyricimonas_virosa,Clostridium_bolteae,Clostridium_citroniae,Clostridium_clostridioforme,Clostridium_innocuum,Clostridium_lavalense,Clostridium_leptum,Clostridium_sp_CAG_299,Clostridium_sp_CAG_58,Clostridium_symbiosum,Collinsella_aerofaciens,Collinsella_intestinalis,Collinsella_stercoris,Coprobacter_fastidiosus,Coprococcus_catus,Coprococcus_comes,Coprococcus_eutactus,Dielma_fastidiosa,Dorea_formicigenerans,Dorea_longicatena,Dorea_sp_CAG_317,Eggerthella_lenta,Eisenbergiella_massiliensis,Eisenbergiella_tayi,Erysipelatoclostridium_ramosum,Escherichia_coli,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_CAG_180,Eubacterium_sp_CAG_38,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Firmicutes_bacterium_CAG_110,Firmicutes_bacterium_CAG_83,Flavonifractor_plautii,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Gordonibacter_pamelaeae,Haemophilus_parainfluenzae,Holdemanella_biformis,Holdemania_filiformis,Hungatella_hathewayi,Intestinimonas_butyriciproducens,Lachnospira_pectinoschiza,Lawsonibacter_asaccharolyticus,Methanobrevibacter_smithii,Monoglobus_pectinilyticus,Odoribacter_splanchnicus,Oscillibacter_sp_57_20,Oscillibacter_sp_CAG_241,Parabacteroides_distasonis,Parabacteroides_johnsonii,Parabacteroides_merdae,Paraprevotella_xylaniphila,Parasutterella_excrementihominis,Phascolarctobacterium_faecium,Prevotella_copri,Proteobacteria_bacterium_CAG_139,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Slackia_isoflavoniconvertens,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_thermophilus,Turicimonas_muris,Veillonella_parvula,[Collinsella]_massiliensis
Parasutterella_excrementihominis,0.6436,0.604,0.0099,0.0099,0.0099,0.4356,0.0099,0.0594,0.0099,0.0099,0.0099,0.0693,0.0198,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.6238,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.3069,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.0099,0.3267,0.7921,0.0099,0.0099,0.0099,0.7327,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.2574,0.297,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.5149,0.0099,0.0099,0.5842,0.0099,0.0099,0.0099,0.0099,0.0099,0.0297,0.0396,0.0396,0.0099,0.0099,0.0099,0.297,0.0099,0.0099,0.0099,0.0099,0.0297,0.0297,0.0099,0.0099,0.0099,0.0099,0.0891,0.1287,0.0099,0.0099,0.099,0.8911,0.0099,0.5149,0.0198,0.0099,1.0,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0495,0.2673,0.0099,0.0099,0.0099,0.2475,0.0099,0.6634,0.0099,0.7822,0.0099
Phascolarctobacterium_faecium,0.0099,0.1188,0.2277,0.099,0.0099,0.604,0.0099,0.5149,0.0099,0.2079,0.0099,0.5347,0.7426,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.1287,0.6238,0.4851,0.0099,0.0099,0.0099,0.0099,0.5743,0.0891,0.4158,0.0594,0.5644,0.0099,0.9208,0.1386,0.0495,0.396,0.0099,0.0099,0.6931,0.1683,0.9307,0.0396,0.0693,0.901,0.6733,0.0099,0.1683,0.0198,0.0099,0.0099,0.0396,0.0099,0.0099,1.0,0.0396,0.8119,0.0594,0.7129,0.0099,0.0099,0.2574,0.0099,0.0099,0.0891,0.901,0.0099,0.0099,0.0099,0.297,0.0297,0.0099,0.4257,0.0099,0.8317,0.2871,0.6436,0.901,0.0099,0.7921,0.2178,0.7624,0.0099,0.0099,0.2178,0.4455,0.099,0.0099,0.9802,0.1881,0.6535,0.1089,0.0099,0.3069,0.0099,0.0099,1.0,0.0099,0.0099,0.5347,0.0198,0.4257,0.6931,0.0792,0.2079,0.0198,0.0297,0.0198,0.0099,0.0099,0.1584,0.6832,0.2178,0.0198,0.5743,0.0495
Prevotella_copri,0.5149,0.0099,0.2277,0.0297,0.1386,0.0099,0.0594,0.0099,0.0099,0.1782,0.0099,0.0099,0.0099,0.0099,0.2475,0.0099,0.0099,0.5545,0.0099,0.0099,0.1485,0.505,0.0297,0.0099,0.0099,0.0297,0.297,0.0099,0.6535,0.1089,0.0792,0.0099,0.7921,0.1188,0.0099,0.0297,0.2475,0.8713,0.0099,0.198,0.0099,0.1782,0.0495,0.0099,0.0099,0.0099,0.0099,0.3663,0.7723,0.0495,0.0099,0.9901,0.0099,0.9901,0.0198,0.3762,0.5545,0.0099,0.0396,0.0099,0.0297,0.0495,0.0099,0.0099,0.9109,0.5248,0.0099,0.0099,0.6337,0.0099,0.0099,0.0099,0.0099,0.0792,0.0099,0.5842,0.3465,0.0198,0.0594,0.6436,0.0198,0.0099,0.0099,0.0099,0.3564,0.396,0.0099,0.0297,0.0099,0.0099,0.4356,0.6832,0.0099,0.0099,0.0099,0.0099,1.0,0.0198,0.0099,0.0099,0.6436,0.0099,0.0099,0.6535,0.0099,0.1881,0.5545,0.0099,0.4356,0.5347,0.2574,0.3465,0.099,0.1089,0.0594
Proteobacteria_bacterium_CAG_139,0.0099,0.1287,0.0099,0.2277,0.0099,0.0297,0.0099,0.7426,0.0198,0.0099,0.0099,0.8713,0.0495,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.0891,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.1287,0.0099,0.099,0.0099,0.0099,0.0099,0.901,0.0099,0.8515,0.0792,0.0099,0.0099,0.0099,0.0297,0.0099,0.1584,0.0099,0.0099,0.0099,0.0099,0.0099,0.6238,0.2277,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.9703,0.0099,0.0099,0.9109,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.099,0.5545,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0198,0.0198,0.0495,0.0099,0.0594,0.0099,0.0099,0.4158,0.0099,0.0198,0.0099,0.3564,0.1386,0.0099,0.2277,0.3168,0.0099,0.0099,0.0099,0.0198,1.0,0.0099,0.0099,0.0099,0.0198,0.0099,0.9109,0.9109,0.3564,0.0198,0.0099,0.0099,0.3762,0.3465,0.2475,0.0099,0.1386,0.0099
Roseburia_faecis,0.1584,0.0099,0.0099,0.0099,0.0099,0.099,0.0099,0.1485,0.1584,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.2871,0.0495,0.0099,0.0297,0.1386,0.0099,0.8416,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0099,0.9703,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0891,0.0099,0.6436,0.0099,0.1683,0.0099,0.0099,0.0099,0.0099,0.0099,0.6238,0.0099,0.0099,0.396,0.0198,0.0099,0.0099,0.9406,0.0099,0.396,0.0099,0.0099,0.0099,0.0099,0.0099,0.8911,0.0099,0.0099,0.0099,0.0099,0.9505,0.8218,0.0099,0.0099,0.0099,0.0099,0.7327,0.0594,0.3564,0.0099,0.0099,0.703,0.0099,0.0099,0.1287,0.6139,0.0099,0.5347,0.0099,0.0099,1.0,0.0099,0.0099,0.0099,0.0099,0.0099,0.1881,0.0099,0.0099,0.0099,0.1188,0.0792,0.0396,0.9406,0.0099,0.2673,0.0396
Roseburia_hominis,0.0099,0.0099,0.0099,1.0,0.0099,0.802,0.2079,0.6634,0.0099,0.0396,0.0099,0.0099,0.1188,0.0198,0.0594,0.0099,0.6931,0.3465,0.0594,0.1287,0.0099,0.0495,0.0099,0.0099,0.0099,0.0099,0.0297,0.9307,0.297,0.0693,0.0297,0.0099,0.0099,0.1782,0.0297,0.0594,0.7129,0.1683,0.1089,0.0099,0.0099,0.0198,0.0099,0.0297,0.0099,0.0099,0.0099,0.0396,0.0099,0.1584,0.0594,0.396,0.0594,0.0297,0.0099,0.3069,0.0099,0.0198,0.0495,0.396,0.0099,0.099,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.1287,0.0297,0.0099,0.0099,0.0099,0.0297,0.0099,0.0099,0.1881,0.4851,0.0198,0.0099,0.0099,0.0198,0.0099,0.0099,0.1287,0.0198,0.7327,0.495,0.3069,0.2673,0.0396,0.5842,0.703,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,1.0,0.0099,0.0198,0.0099,0.0297,0.0099,0.8812,0.0099,0.0099,0.505,0.9901,0.3267,0.1188,0.0099,0.4455,0.0099
Roseburia_intestinalis,0.4257,0.198,0.0099,0.0099,0.0495,0.0099,0.9604,0.0891,0.0891,0.0198,0.2079,0.5149,0.0297,0.0693,0.0792,0.5347,0.0297,0.0396,0.0099,0.0099,0.0099,0.5842,0.2079,0.0198,0.0198,0.0099,0.703,0.1287,0.0495,0.3069,0.2079,0.0099,0.0099,0.0891,0.4356,0.0099,0.2574,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.8911,0.0198,0.604,0.0099,0.0594,0.0099,0.0495,0.4455,0.7426,0.0099,0.0495,0.0099,0.0099,0.0099,0.3465,0.099,0.0099,0.0099,0.2871,0.0099,0.0297,0.0198,0.1683,0.0099,0.1386,0.0099,0.0099,0.0198,0.0099,0.4455,0.0099,0.8812,0.0099,0.8812,0.8713,0.8119,0.7921,0.1386,0.5743,0.0297,0.0099,0.0099,0.0297,0.099,0.0099,0.0396,0.0099,0.0792,0.0297,0.0099,0.0594,0.0099,0.4257,0.6436,0.0099,0.0099,0.0099,1.0,0.495,0.0099,0.1881,0.099,0.099,0.0198,0.1188,0.1881,0.0693,0.1188,0.0495,0.0099,0.0495,0.0099
Roseburia_inulinivorans,0.4752,0.0099,0.0099,0.0099,0.2178,0.0099,0.4455,0.9307,0.0495,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.1089,0.4356,0.0099,0.0099,0.0099,0.0099,0.1683,0.0594,0.0099,0.0099,0.4257,0.0099,0.3861,0.0099,0.0099,0.0099,0.0099,0.7921,0.0099,0.0099,0.7228,0.8515,0.0198,0.0099,0.3267,0.0396,0.0693,0.1188,0.0099,0.0099,0.0099,0.0099,0.0396,0.0693,0.9802,0.2475,0.0297,0.8119,0.5545,0.0693,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.4356,0.0396,0.8218,0.8812,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0693,0.0099,0.0792,0.1287,0.0099,0.0099,0.0099,0.1683,0.0099,0.0099,0.0099,0.0099,0.505,0.0099,0.0099,0.0099,0.5347,0.8713,0.3069,0.0099,0.6931,0.0099,0.0198,0.0099,0.0198,0.495,1.0,0.0495,0.2574,0.0198,0.1386,0.4059,0.0099,0.9109,0.3663,0.0099,0.0495,0.0396,0.0099,0.0792
Ruminococcus_bicirculans,0.0099,0.0099,0.1485,0.4059,0.2673,0.0198,0.2574,0.0396,0.0099,0.8119,0.0297,0.0099,0.6832,0.7723,0.0099,0.0099,0.4554,0.297,0.7822,0.2178,0.0099,0.9208,0.0495,0.0099,0.2772,0.0396,0.703,0.1188,0.6535,0.1881,0.2178,0.0099,0.0099,0.1584,0.0099,0.0396,0.2079,0.0495,0.0099,0.0099,0.0099,0.0198,0.0099,0.0198,0.0099,0.3762,0.0099,0.5446,0.0099,0.2079,0.0396,0.1782,0.0099,0.099,0.0198,0.8614,0.099,0.0099,0.1782,0.9109,0.0099,0.4257,0.0198,0.0099,0.0594,0.4752,0.0099,0.0099,0.0099,0.5743,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.5644,0.4554,0.495,0.0099,0.9208,0.0792,0.0099,0.0099,0.0099,0.0099,0.1485,0.0594,0.0396,0.0099,0.0099,0.2178,0.3069,0.0099,0.0792,0.0099,0.0099,0.0099,0.0099,0.0099,0.0495,1.0,0.0198,0.1881,0.099,0.3267,0.0198,0.0099,0.0495,0.1881,0.5446,0.0099,0.0099,0.0099
Ruminococcus_bromii,0.0891,0.2574,0.0099,0.0099,0.0099,0.0198,0.0099,0.0198,0.0198,0.0099,0.0297,0.0891,0.1386,0.7327,0.2871,0.0594,0.0099,0.7327,0.4059,0.0198,0.0099,0.1386,0.0099,0.0495,0.0099,0.1584,0.0297,0.0099,0.0495,0.0099,0.0099,0.2475,0.1089,0.0099,0.0099,0.0198,0.0594,0.0099,0.0099,0.0099,0.0099,0.1386,0.0099,0.1584,0.0693,0.0693,0.0099,0.0099,0.1584,0.0693,0.1782,0.0099,0.0198,0.0099,0.0099,0.0099,0.2079,0.0297,0.0099,0.0495,0.0099,0.0099,0.297,0.0099,0.0099,0.703,0.0297,0.4257,0.0099,0.3762,0.0099,0.0099,0.8218,0.0396,0.198,0.0099,0.0099,0.2772,0.703,0.0099,0.4752,0.0198,0.0198,0.0099,0.8416,0.6337,1.0,0.0099,0.0594,0.2574,0.3168,0.0099,0.0099,0.3564,0.0198,0.2079,0.6535,0.9109,0.0099,0.0297,0.1881,0.2574,0.0198,1.0,0.0594,0.0099,0.0099,0.1089,0.0099,0.0198,0.5347,0.4356,0.1188,0.2475,0.0792
Ruminococcus_gnavus,0.2277,0.0099,0.396,0.5743,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.0198,0.1089,0.0099,0.0099,0.0099,0.4554,0.0099,0.0297,0.0099,0.4752,0.3762,0.0198,0.9406,0.1485,0.3762,0.0495,0.0099,0.0594,0.0198,0.9703,0.8317,0.2673,0.0594,0.0099,0.0099,0.5842,0.3663,0.0099,0.099,0.0792,0.0099,0.0099,0.0099,0.0099,0.2475,0.2871,0.0099,0.1188,0.0099,0.0099,0.0495,0.9406,0.1386,0.3267,0.0099,0.0099,0.4257,0.0099,0.0396,0.1683,0.0099,0.0594,0.099,0.8812,0.5545,0.4059,0.0099,0.5446,0.0297,0.0099,0.0099,0.0099,0.0099,0.0099,0.198,0.0198,0.0099,0.0594,0.0099,0.0594,0.0099,0.4059,0.5941,0.6634,0.0099,0.9109,0.0099,0.0099,0.0099,0.8218,0.2772,0.1881,0.0792,0.0495,0.0198,0.0099,0.9109,0.1881,0.0099,0.099,0.0198,0.1881,0.0594,1.0,0.505,0.0099,0.0099,0.0099,0.8713,0.0891,0.5743,0.6238,0.7624,0.198
Ruminococcus_lactaris,0.8713,0.099,0.8317,0.0099,0.6436,0.6436,0.1485,0.1089,0.0495,0.0099,0.1584,0.0693,0.0693,0.0198,0.0594,0.0198,0.1188,0.6535,0.3366,0.0099,0.7327,0.0099,0.4851,0.4356,0.4356,0.9802,0.198,0.0099,0.2376,0.0099,0.3861,0.1485,0.0198,0.0099,0.0099,0.1584,0.8317,0.0198,0.0198,0.0099,0.0198,0.0099,0.0099,0.8911,0.6139,0.9901,0.0099,0.3465,0.1089,0.9406,0.0099,0.0099,0.0396,0.0198,0.0297,0.5644,0.1881,0.2574,0.0693,0.1881,0.0792,0.5248,0.1683,0.0099,0.0198,0.0297,0.4158,0.1782,0.0198,0.9307,0.0594,0.0099,0.0891,0.604,0.4851,0.0099,0.0297,0.0297,0.3861,0.0297,0.297,0.0099,0.4455,0.0099,0.0297,0.0495,0.4257,0.5842,0.0297,0.0891,0.0297,0.0495,0.5347,0.0099,0.2673,0.0297,0.1881,0.3564,0.0099,0.8812,0.099,0.1386,0.099,0.0099,0.505,1.0,0.0099,0.0198,0.0495,0.0099,0.0198,0.9109,0.1485,0.4455,0.0198
Ruminococcus_torques,0.0297,0.3069,0.0099,0.0099,0.0099,0.0693,0.0099,0.0099,0.8713,0.0099,0.0099,0.0198,0.7822,0.1485,0.0297,0.901,0.0198,0.4455,0.3564,0.0297,0.0099,0.6832,0.0099,0.0198,0.0099,0.0198,0.1287,0.0099,0.2772,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.297,0.5743,0.3762,0.0891,0.0297,0.0099,0.0099,0.0099,0.1089,0.3564,0.1089,0.0099,0.0099,0.0594,0.6436,0.0693,0.0099,0.0099,0.0099,0.0693,0.0198,0.0297,0.7525,0.0099,0.5149,0.0099,0.0198,0.4059,0.0099,0.0099,0.5941,0.0099,0.9109,0.0099,0.0099,0.0099,0.0099,0.0099,0.0891,0.2376,0.0099,0.0099,0.8416,0.7129,0.0099,0.3069,0.0099,0.0099,0.0099,0.0297,0.2871,0.3663,0.0099,0.2475,0.0099,0.703,0.2376,0.0099,0.8614,0.0099,0.0198,0.5545,0.0198,0.0099,0.0099,0.0198,0.4059,0.3267,0.0099,0.0099,0.0099,1.0,0.0099,0.0099,0.0099,0.5347,0.4059,0.0099,0.495,0.7426
Ruthenibacterium_lactatiformans,0.8416,0.0099,0.0099,0.0099,0.2871,0.0099,0.9901,0.4554,0.0099,0.1485,0.0099,0.0099,0.4752,0.0099,0.2673,0.0099,0.0099,0.0792,0.0099,0.0198,0.0099,0.0099,0.0891,0.0099,0.0099,0.0693,0.0198,0.2772,0.7723,0.1683,0.2178,0.0099,0.0099,0.0099,0.0099,0.0297,0.0099,0.0099,0.0099,0.0594,0.0099,0.0099,0.0099,0.0099,0.0891,0.0099,0.0099,0.9901,0.7822,0.0099,0.0099,0.0099,0.1782,0.0099,0.0099,0.5446,0.5644,0.0099,0.0099,0.0099,0.0099,0.3762,0.0099,0.0099,0.0099,0.4851,0.0099,0.0198,0.4158,0.0099,0.0099,0.0099,0.0099,0.0297,0.0099,0.0495,0.0099,0.0198,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.901,0.0099,0.0099,0.0099,0.0099,0.0297,0.7525,0.4257,0.9901,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.1188,0.0099,0.0198,0.1089,0.0099,0.0198,0.0099,1.0,0.0495,0.0099,0.8317,0.0297,0.0099,0.2871,0.2673
Slackia_isoflavoniconvertens,0.0099,0.0099,0.0099,0.4059,0.0099,0.0099,0.0099,0.0792,0.0099,0.0099,0.2574,0.2178,0.0297,0.0297,0.0396,0.0594,0.9802,0.9802,0.1287,0.0594,0.0297,0.1188,0.0198,0.0099,0.0099,0.0099,0.0099,0.901,0.3069,0.0099,0.0099,0.0099,0.0792,0.0099,0.6733,0.0099,0.8911,0.5941,0.0396,0.0099,0.0099,0.198,0.3663,0.9307,0.2178,0.0099,0.1089,0.0099,0.0099,0.0396,0.0099,0.0099,0.0099,0.0099,0.0198,0.0099,0.0099,0.2277,0.0099,0.0099,0.8812,0.0099,0.7525,0.1485,0.0099,0.0099,0.7921,0.6733,0.0099,0.7624,0.0792,0.1782,0.7228,0.0099,0.3069,0.0099,0.1584,0.198,0.901,0.0099,0.0792,0.1287,0.0099,0.9406,0.0198,0.0198,0.0099,0.0099,0.4356,0.2574,0.7327,0.802,0.3267,0.0099,0.0099,0.0099,0.4356,0.0099,0.1188,0.505,0.1881,0.9109,0.0099,0.0099,0.0099,0.0495,0.0099,0.0495,1.0,0.3069,0.0099,0.5149,0.0099,0.2772,0.198
Streptococcus_parasanguinis,0.4851,0.0099,0.6337,0.0693,0.1188,0.0594,0.0099,0.8119,0.0099,0.7426,0.0099,0.0099,0.0099,0.0099,0.0198,0.3861,0.0099,0.0099,0.8416,0.0099,0.099,0.0099,0.3267,0.2178,0.0396,0.6337,0.0198,0.1287,0.5644,0.1386,0.099,0.0297,0.0099,0.2079,0.1683,0.396,0.0099,0.0099,0.2772,0.1386,0.0099,0.0099,0.0099,0.6733,0.2673,0.2376,0.0099,0.4653,0.0297,0.2376,0.0099,0.7921,0.1683,0.1188,0.0099,0.0495,0.0891,0.1089,0.0099,0.1881,0.0198,0.3762,0.3663,0.0198,0.2277,0.0099,0.0099,0.5545,0.0792,0.1089,0.0099,0.1683,0.0099,0.0297,0.5941,0.3168,0.3168,0.0099,0.0099,0.0099,0.1188,0.0198,0.3267,0.0198,0.0099,0.0099,0.0297,0.198,0.0099,0.0198,0.0099,0.0099,0.0693,0.0198,0.2475,0.1584,0.5347,0.3762,0.0792,0.9901,0.0693,0.3663,0.0495,0.0198,0.8713,0.0099,0.0099,0.0099,0.3069,1.0,0.0099,0.0099,0.1782,0.0099,0.2178
Streptococcus_salivarius,0.7624,0.0099,0.0198,0.604,0.5941,0.5644,0.0099,0.5347,0.0099,0.0099,0.4851,0.0198,0.0099,0.0099,0.0198,0.099,0.0099,0.0099,0.0198,0.0099,0.1386,0.4356,0.0099,0.4257,0.0099,0.0099,0.0099,0.1782,0.0099,0.0099,0.0099,0.7426,0.0099,0.1287,0.4158,0.0099,0.0099,0.0099,0.495,0.1485,0.0297,0.0297,0.099,0.9406,0.0099,0.505,0.1584,0.0198,0.0099,0.0396,0.0099,0.0099,0.7327,0.0198,0.4257,0.0099,0.0099,0.4554,0.0099,0.0297,0.2079,0.4257,0.6337,0.6337,0.0099,0.0099,0.2277,0.0396,0.3168,0.495,0.3861,0.1188,0.2079,0.0099,0.0495,0.0495,0.0099,0.0099,0.0099,0.0099,0.1188,0.1683,0.198,0.2277,0.0099,0.0198,0.495,0.0495,0.2178,0.0198,0.0099,0.0099,0.802,0.1386,0.0099,0.6832,0.2574,0.3465,0.0396,0.3267,0.1188,0.0099,0.1881,0.5347,0.0891,0.0198,0.5347,0.8317,0.0099,0.0099,1.0,0.0099,0.8911,0.0099,0.2871
Streptococcus_thermophilus,0.6733,0.7228,0.8416,0.5347,0.0396,0.0792,0.0198,0.505,0.0396,0.198,0.8614,0.396,0.0099,0.0099,0.1683,0.8614,0.0099,0.0693,0.0792,0.0099,0.7822,0.495,0.7228,0.099,0.3465,0.9802,0.0792,0.3168,0.0099,0.0198,0.7921,0.396,0.0396,0.3366,0.0099,0.3465,0.3663,0.0099,0.2673,0.0792,0.0594,0.0198,0.8416,0.7426,0.0099,0.2079,0.7129,0.3168,0.0396,0.0396,0.099,0.0099,0.1089,0.8416,0.9307,0.0792,0.5248,0.1287,0.0495,0.0297,0.4851,0.099,0.0099,0.7129,0.505,0.8218,0.0099,0.1089,0.505,0.0099,0.6238,0.4653,0.703,0.0396,0.5446,0.9901,0.1584,0.0099,0.495,0.7525,0.5347,0.1089,0.6634,0.7327,0.4356,0.4257,0.2673,0.0594,0.8317,0.0396,0.7921,0.3564,0.7228,0.0099,0.6634,0.2178,0.3465,0.2475,0.9406,0.1188,0.0495,0.0495,0.5446,0.4356,0.5743,0.9109,0.4059,0.0297,0.5149,0.0099,0.0099,1.0,0.4059,0.2079,0.3762
Turicimonas_muris,0.0396,0.1287,0.0099,0.2277,0.0099,0.0198,0.0297,0.1881,0.0099,0.0099,0.0198,0.8911,0.3069,0.0099,0.0099,0.1188,0.0099,0.0099,0.9406,0.0099,0.0099,0.2277,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.3366,0.0099,0.0396,0.0099,0.0099,0.0099,0.1881,0.0099,0.901,0.2079,0.0099,0.0099,0.0099,0.0099,0.0099,0.1188,0.0099,0.0099,0.0099,0.0099,0.0099,0.0891,0.1188,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.5347,0.4257,0.0495,0.4356,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.8218,0.0099,0.0099,0.0198,0.0099,0.0099,0.0099,0.1089,0.1881,0.0099,0.3168,0.0099,0.5743,0.0099,0.0099,0.9109,0.0099,0.495,0.0099,0.505,0.2376,0.0099,0.0693,0.2079,0.0099,0.0099,0.0198,0.099,0.0099,0.0099,0.0099,0.0099,0.0396,0.0099,0.1188,0.6238,0.1485,0.0099,0.0099,0.0099,0.1782,0.8911,0.4059,1.0,0.0198,0.0099
Veillonella_parvula,0.0396,0.5149,0.0198,0.0693,0.5743,0.5842,0.0099,0.0099,0.0495,0.9505,0.0099,0.2871,0.0099,0.0198,0.2574,0.0891,0.9406,0.0099,0.0099,0.0099,0.3465,0.0297,0.8614,0.0396,0.3168,0.7723,0.1089,0.2475,0.1188,0.0099,0.0099,0.2475,1.0,0.4554,0.4158,0.1782,0.0792,0.3861,0.6931,0.0099,0.0198,0.0099,0.1485,0.0792,0.6337,0.0495,0.3168,0.8218,0.0099,0.6238,0.1881,0.4554,0.0099,0.0792,0.703,0.2574,0.6931,0.3366,0.0099,0.0198,0.0396,0.0099,0.9505,0.6139,0.2277,0.6634,0.1188,0.0099,0.4257,0.0099,0.5941,0.4059,0.4653,0.0693,0.0198,0.1584,0.4356,0.0099,0.0099,0.0891,0.0693,0.0495,0.9703,0.7426,0.0495,0.0099,0.0396,0.2178,0.5941,0.5347,0.5842,0.0792,0.1287,0.8515,0.7822,0.5743,0.1089,0.1386,0.2673,0.4455,0.0495,0.0099,0.0099,0.2475,0.7624,0.4455,0.495,0.2871,0.2772,0.0099,0.0099,0.2079,0.0198,1.0,0.2871
[Collinsella]_massiliensis,0.4356,0.9307,0.0792,0.2277,0.1485,0.8713,0.6238,0.0099,0.3069,0.0396,0.5842,0.7525,0.0495,0.0198,0.099,0.2871,0.0297,0.6832,0.4356,0.901,0.0099,0.2871,0.3465,0.0099,0.0099,0.0099,0.0099,0.4851,0.0693,0.5743,0.0693,0.0099,0.0594,0.0099,0.0099,0.0099,0.6337,0.6931,0.0099,0.0693,0.0099,0.1188,0.0396,0.1188,0.0594,0.5842,0.0495,0.0792,0.0099,0.0693,0.0693,0.099,0.0099,0.0792,0.0198,0.0099,0.0891,0.0198,0.0099,0.3861,0.9802,0.0693,0.0198,0.0099,0.0099,0.0297,0.0099,0.0099,0.0297,0.5446,0.0198,0.0099,0.5248,0.5743,0.0099,0.0099,0.0099,0.4752,0.6535,0.0693,0.0396,0.901,0.6931,0.0099,0.8812,0.0099,0.9901,0.6337,0.0297,0.1584,0.0396,0.0297,0.2574,0.0099,0.0099,0.0495,0.0594,0.0099,0.0396,0.0099,0.0099,0.0792,0.0099,0.0792,0.198,0.0198,0.7426,0.2673,0.198,0.2178,0.2871,0.3762,0.0099,0.2871,1.0
